year,city_types,id_city,city_population,cpi,rev_total,own_source_rev,rev_utility,spending_direct,education_services,social_services,transportation,public_safety,envir_housing,spending_utility,sp_empl_retire_tr,debt_outstanding,cash_holdings
2006,core,62010005,466179,1.215873,6919.05,2056.51,142.82,6097.54,2327.68,1057.34,250.05,705.4,583.51,278.02,331.69,4378.59,11305.34
2007,core,62010005,471748,1.182201,7783.5,2445.17,157.04,6665.48,2555.13,1066.79,296.08,747.71,644.42,290.93,377.75,4309.82,12779.42
2008,core,62010005,477659,1.138489,5801.54,2468.63,169.31,6910.23,2621.59,1095.7,334.01,742.2,739.87,297.59,379.8,4197.52,11448.27
2009,core,62010005,484443,1.142553,2342.23,2380.15,190.29,6667.59,2404.25,1071.65,364.92,791.26,725.46,311.89,405.42,4427.88,9632.68
2010,core,62010005,490262,1.124115,7214.73,2259.97,188.64,6581.31,2309.19,1025.47,342.92,740.18,644.42,403.84,412.56,4518.98,12017.08
2011,core,62010005,497721,1.089718,7086.99,2219.81,182.77,6116.62,2185.5,1022.72,305.05,693.27,560.7,419.7,417.36,4132.5,10638.57
2012,core,62010005,501413,1.067624,6209.18,2123.36,180.71,6327.02,2140.65,1392.51,254.61,694.46,513.08,369.64,424.64,4042.36,10475.29
2013,core,62010005,505521,1.052211,6832.61,2075.78,180.26,6415.73,2165.86,1519.99,256.24,683.51,479.16,286.37,444.68,3854.12,11259.99
2014,core,62010005,509104,1.035415,7856.78,2201.47,218.29,6616.59,2195.05,1686.84,254.99,659.51,498.33,305.85,450.33,3795.35,12387.1
2015,core,62010005,514452,1.034187,7336.68,2394.63,183.27,7073.8,2368.54,1889.37,291.84,688.81,473.63,260.99,459.16,3785.37,11876.24
2016,core,62010005,518670,1.021304,7191.15,2408.74,184.86,7393.45,2530.92,2057.42,234.13,666.27,494.3,336.16,470.02,3936.02,11681.45
2017,core,62010005,521986,1,8582.44,2187.82,230.12,7261.2,2470.28,2053.56,167.55,612.33,331.34,555.79,473.84,4647.56,13008.48
1998,core,62030009,184953,1.503804,4482.85,2443.58,344.32,4185.8,1272.38,445.09,270.39,611.1,483.18,450.33,65.89,4178.56,4887.82
1999,core,62030009,187560,1.471308,4489.62,2472.71,358.8,4166.04,1330.21,437.66,277.03,622.68,399.66,437.72,79.74,4601.11,4997
2000,core,62030009,188974,1.423461,4646.35,2553.7,389.04,4418.94,1343.51,457.24,233.76,673.8,489.03,481.69,74.43,4776.41,5077.94
2001,core,62030009,189889,1.384077,5397.92,2804.8,357.32,4527.16,1450.05,488.49,264.03,645.99,356.92,495.58,77.09,4845.01,6415.12
2002,core,62030009,190902,1.362535,5238.24,2801.79,473.04,5091.57,1651.33,544.27,324.11,670.3,573.72,557.97,79.93,5068.22,6543.35
2003,core,62030009,191341,1.332174,4949.81,2835.24,461.84,5294.57,1605.93,549.88,257.6,675.74,529.39,700.67,85.21,5345.48,6448.69
2004,core,62030009,191665,1.297618,5425.99,2871.56,479.35,4933.34,1508.06,537.66,248.58,669.25,451.55,702.52,95.98,5584.97,6954.23
2005,core,62030009,191433,1.255095,5501.25,2977.23,442.47,5409,1638.57,533.35,224.46,713.88,553.84,759.18,101.57,7329.49,7776.41
2006,core,62030009,190281,1.215873,5767.49,3115.55,419.59,5560.68,1710.82,506.23,282.1,786.26,540.45,808.51,109.56,7197.08,7901.22
2007,core,62030009,188754,1.182201,6039.38,3366.14,425.46,5899,1843.32,527.34,282.83,793.86,550.29,865.42,128.48,7055.99,8018.16
2008,core,62030009,187700,1.138489,5965.68,3429.82,416.6,5835.35,1866.37,505.74,295.15,813.33,578.75,743.81,138.59,7376.12,8131.27
2009,core,62030009,188370,1.142553,5885.13,3269.35,429.2,5852.21,1756.29,529.51,323.36,864.7,683.14,753.66,147.73,7574.38,6685.48
2010,core,62030009,189268,1.124115,5511.26,3059.07,432.13,5559.13,1502.24,501.76,299.67,867.22,622.56,806.64,164.52,7386.45,6964.88
2011,core,62030009,191303,1.089718,5265.3,2958.05,420.23,5085.68,1377.68,486.23,255.76,744.5,529.04,814.98,165.02,7208.96,7220.16
2012,core,62030009,193010,1.067624,5090.53,2937.31,443.6,4919.43,1321.03,511.77,305.41,773.07,477.96,690.11,172.78,6592.26,7041.89
2013,core,62030009,194237,1.052211,5349.55,2943.91,452.74,5071.84,1302.37,534.18,292.02,854.42,459.54,677.24,194.45,5500.76,7283.8
2014,core,62030009,197212,1.035415,5443.82,2923.59,460.75,4909.61,1309.44,516.39,290.47,808.28,419.53,747.48,195.32,4892.77,7449.99
2015,core,62030009,199757,1.034187,5514.45,3014.48,442.7,4947.69,1475.18,487.49,256,834.96,433.19,677.51,208.36,4602.47,7851.43
2016,core,62030009,200855,1.021304,5310.69,3171.9,419.6,5135.74,1555.28,489.63,261,854.71,436.57,709.24,218.89,4900.63,7921.33
2017,core,62030009,200541,1,5643.16,3191.72,360.46,5166.69,1545.54,504.1,256.43,870.77,471.47,688.55,226.44,5539.52,8987.38
1998,core,62019026,446763,1.503804,8072.25,3633.63,589.06,7453.25,1677.99,1031.05,542.44,1085.06,808.44,980.39,174.32,7419.26,7424.58
1999,core,62019026,452682,1.471308,7872.6,3434.86,588.37,7314.44,1779.19,1032.61,520.99,960.33,746.96,1018.48,198.2,7185.56,7315.98
2000,core,62019026,459042,1.423461,8073.95,3664.37,554.25,7810.07,1942,1088.1,460.19,952.73,774.11,1219.06,177.74,7196.07,7647.83
2001,core,62019026,461978,1.384077,7808.82,3488.81,532.87,7364.7,2180.26,1106.62,358.04,942.87,614.53,902.64,182.47,6767.87,7061.75
2002,core,62019026,464856,1.362535,7661.65,3510.25,523.31,8062.27,2218.23,1200.32,1015.51,1024.68,690.35,938.86,196.86,7900.48,8329.5
2003,core,62019026,467330,1.332174,8227.12,3936.79,545.1,8400.2,2227.67,1228.13,880.1,989.99,899.38,952.74,198.47,8653.67,8891.02
2004,core,62019026,468897,1.297618,8624.01,4348.82,561.13,8445.4,2170.11,1360.39,838.32,914.47,864.32,974.82,208.11,8034.17,9192.44
2005,core,62019026,468781,1.255095,9268.45,4697.44,591,8739.53,2092.31,1347.96,732.81,1063.45,856.72,1023.86,217.31,7883.28,9250.79
2006,core,62019026,467090,1.215873,9264.23,4537.79,582.42,8639.11,2097.42,1257.83,715.08,1078.2,863.25,1039.43,243.76,7636.04,9366.88
2007,core,62019026,463445,1.182201,10141.67,5155.84,564.26,8778.47,2104.26,1280.57,677.84,1173.65,868.74,957.65,237.65,7720.83,10970.77
2008,core,62019026,460328,1.138489,9106.62,5140.13,587.69,8917.07,2132.62,1270.32,1003.32,1053.08,871.9,925.07,244.98,7389.31,10497.81
2009,core,62019026,460643,1.142553,8281.01,5083.89,621.23,8885.11,2049.13,1347.2,805.26,1069.92,1062.32,1057.13,250.19,9541.61,10301.75
2010,core,62019026,461782,1.124115,9821.38,5285.93,659.78,9332.42,1941.68,1357.87,1172.23,1082.15,990.43,993.45,259.87,8642.93,11184.01
2011,core,62019026,462440,1.089718,9924.73,5204.6,583.71,9401.38,1846.13,1338.14,980.57,1032.49,1161.41,1051.08,269.04,8450.99,11542.8
2012,core,62019026,464569,1.067624,9099.72,5512.8,563.21,9204.53,1884.3,1318.84,1158.54,1011.38,967.04,922.43,276.4,7975.2,10519.09
2013,core,62019026,467064,1.052211,9250.12,5219.07,572.49,9204.08,1798.83,1364.27,1237.82,1021.85,932.33,1018.47,286.87,7337.05,10634.41
2014,core,62019026,468303,1.035415,9656.71,4994.84,604.39,10287.35,1809.41,1393.02,2378.91,1025.06,935.34,1062.47,293.36,7187.61,9950.87
2015,core,62019026,469539,1.034187,9183.69,5048.27,587.49,9454.02,2050.35,1390.19,1707.78,1027.37,1045.72,1063.57,290.01,8013.69,10714.77
2016,core,62019026,470708,1.021304,8795.12,4730.11,516.28,9255.59,2100.17,1402.87,1499.1,1051.64,952.44,1069.57,296.88,8156.72,9675.54
2017,core,62019026,469435,1,9483.8,4921.6,488.36,9420.37,2177.43,1450.91,1447.58,1119.33,782.05,1072.78,319.3,8771.08,12274.41
1998,core,62019027,3599455,1.503804,8895.36,2836.23,1353.73,7682.68,1597.03,953.48,415.45,901.51,736.7,1521.61,544.36,7332.48,15914.02
1999,core,62019027,3637724,1.471308,8684.69,2846.6,1325.89,7739.1,1702.03,959.7,471.33,858.74,650.39,1518.26,560.18,7599.81,15564.76
2000,core,62019027,3678128,1.423461,9352.21,3274.34,1355.79,7941.17,1730.99,1011.24,605.58,857.76,603.08,1592.99,556.05,8022.85,16864.62
2001,core,62019027,3701062,1.384077,9204.4,3403.35,1565.91,8352.48,1865.04,1037.53,448.62,851.31,636.18,1807.75,593.47,7743.45,16165.57
2002,core,62019027,3733328,1.362535,7612.39,3327.47,1244.04,8707.28,1995.84,1105.67,602.55,933.56,653.97,1590.77,621.97,7762.33,16792.21
2003,core,62019027,3762432,1.332174,8765.91,3440.48,1187.45,8887.64,2194.09,1110.3,658.65,913.91,781.98,1510.59,629.38,8932.6,17258.32
2004,core,62019027,3784279,1.297618,10003.14,3934.63,1203.68,9381.56,2315.13,1270.16,576.57,1094.82,793.79,1797.79,660.32,8315.21,18668.19
2005,core,62019027,3792650,1.255095,9648.17,3859.53,1114.74,9259.54,2323.51,1264.01,516.04,1221.59,812.27,1612.8,639.2,8142.29,18697.48
2006,core,62019027,3788197,1.215873,10201.79,3869.36,1212.84,9474.6,2382.05,1186.01,547.19,1267.62,849.68,1716.75,676.79,8521.21,19694.78
2007,core,62019027,3767960,1.182201,11693.75,4296.93,1251.85,9732.73,2419.47,1197.62,618.28,1052.02,836.08,1852.1,713.18,9097.93,20739.06
2008,core,62019027,3751872,1.138489,8830,4404.47,1325.33,9950.06,2493.84,1180.22,643.32,1161.58,878.64,1761.98,748.64,9425.77,19388.57
2009,core,62019027,3763566,1.142553,6935.52,4402.38,1354.74,10471.84,2584.9,1256.32,719.05,1197.46,1002.96,1895.95,776.93,9950.33,16358.85
2010,core,62019027,3781938,1.124115,10819.4,4244.92,1471,10383.94,2319.64,1276.02,814.63,1151.58,908.32,2088.36,799.33,11505.27,18129.62
2011,core,62019027,3795370,1.089718,11611.34,4209.72,1379.57,9944.01,2113.79,1259.41,699.84,1030.92,916.59,2118.68,825.45,11700.36,19893.12
2012,core,62019027,3821136,1.067624,8833.6,4175.71,1388.84,9706.47,1966.59,1261.45,801.61,1023.56,848.93,2028.26,835.48,11046.61,18329.8
2013,core,62019027,3852532,1.052211,10412.29,4313.14,1434.12,9625.38,1801.18,1304.19,850.56,1037.72,876.85,1976.32,830.63,10910.1,19080.65
2014,core,62019027,3883916,1.035415,11292.47,4331.89,1524.52,9785.36,1790.72,1316.16,743.76,1087,855.9,2221.23,836.23,10833.3,20465.28
2015,core,62019027,3913260,1.034187,9857.99,4555.33,1482.18,10121.69,1931.58,1328.32,799.1,1133.11,879.34,2232.81,864.5,10751.3,20810.37
2016,core,62019027,3943215,1.021304,9824.11,4776.33,1511.73,10247.91,1998.09,1346.61,794,1179.95,948.71,2119.19,892.36,11066.78,20716.21
2017,core,62019027,3969262,1,11604.78,4692.18,1458.24,9995.96,1943.16,1389,722.24,1153.99,971.69,2090.42,889.04,11057.28,22152.13
1998,core,62050002,180716,1.503804,7126.21,2363.23,1991.72,7145.25,1701.36,1099.93,139.12,574.12,657.2,2113.31,89.04,7213.13,7215.43
1999,core,62050002,183241,1.471308,7177.4,2390.97,2094.3,7272.36,1699.29,1088.55,185.49,604.37,627.47,2179.36,101.27,7052.27,7242.96
2000,core,62050002,187044,1.423461,7359.69,2389.17,2270.47,7403.93,1737.82,1009.55,259.11,597.39,559.39,2260.33,109.89,8550.92,7343.75
2001,core,62050002,189647,1.384077,8141.67,2428.15,2846.48,8098.73,1952.63,1194.79,161.09,589.25,513.69,2791.26,104.26,7640.68,7674.61
2002,core,62050002,194013,1.362535,9213.85,2565.81,3277.76,8792.84,2095.01,1116.9,240.61,616.59,487.34,3408.7,116.54,7960.55,8423.11
2003,core,62050002,198085,1.332174,8106.94,2501.42,2350.04,8296.36,2055.79,1083.17,264.56,665.3,525.58,2824.99,125.54,7721.22,7804.14
2004,core,62050002,200539,1.297618,7665.57,2700.8,1589.96,7405.51,2017.4,1101.36,331.46,623.57,466.12,1967.01,112.7,6984.21,6921.31
2005,core,62050002,201080,1.255095,7592.03,2529.07,1653.26,7160.13,2266.94,1049.53,284.82,708.91,414.75,1609.24,141.46,7283.77,7130.39
2006,core,62050002,202515,1.215873,7578.73,2475.04,1835.28,7104.98,2180.61,1041.25,256.26,756.23,385.03,1673.06,147.39,7107.38,7990.46
2007,core,62050002,202830,1.182201,8502.08,3043.35,1954,7797.41,2163.54,1073.93,225.99,743.01,614.54,2144.4,164.75,6878.08,9002.25
2008,core,62050002,202581,1.138489,8523.52,2957.29,2843.14,8568.43,2163.75,1057.85,347.68,732.62,486.87,2927.53,157.44,8525.93,8657.63
2009,core,62050002,201562,1.142553,7366.09,2539.91,2221.52,8041.91,2389.4,1041.5,348.2,719.44,486.11,2321.32,166.99,6753.74,7542.53
2010,core,62050002,201096,1.124115,7566.88,2302.68,2127.1,8641.68,2017.35,1064.2,281,665.53,662.29,3103.36,160.85,7772.83,7359.97
2011,core,62050002,203314,1.089718,7775.15,2274.61,2094.26,7316.11,1809.51,1040.31,258.36,643.33,508.08,2261.41,163.64,8796.36,8742.82
2012,core,62050002,204041,1.067624,7091.93,2171.71,2102.99,7133.55,1817.06,987.77,200.37,618.32,494.9,2300.13,170.67,8781.03,7924.31
2013,core,62050002,205108,1.052211,7354.17,2064.91,2161.77,7111.58,1781.82,973.46,180.24,626.23,646.28,2102.67,179.18,8314.88,7829.17
2014,core,62050002,206182,1.035415,7582.9,2101.3,2240.14,7161.92,1792.82,978.77,184.47,632.07,697.85,2218.17,187.39,7755.76,8029.74
2015,core,62050002,207781,1.034187,7940.89,2214.94,2450.21,7660.95,1904.09,1000.41,294.33,683.87,635.13,2331.97,226.52,7987.04,8768.39
2016,core,62050002,209366,1.021304,7796.12,2325.38,2322.5,7534.47,2038.43,1030.89,254.13,703.79,539.73,2103.18,232.71,8015.23,9042.7
2017,core,62050002,211334,1,8467.34,2464.76,2171.16,7276.98,2149.01,1020.61,92.33,713.22,543.74,1942.11,276.17,8056.83,10062.23
1998,core,62001009,392826,1.503804,8026.73,3959.28,412.82,7965.17,1648.18,1092.72,707.49,1183.3,1111.31,713.21,351.09,12026.47,11871.18
1999,core,62001009,396033,1.471308,7966.69,4072.53,378.14,8634.01,1549.39,1094.41,1140.36,1123.35,1081.07,751.92,358.32,12456.95,12668.17
2000,core,62001009,399150,1.423461,8736.48,4463.63,385.59,9038.49,1841.24,1078.13,1133.52,1283.88,1077.48,826.92,360.32,14441.04,13369.26
2001,core,62001009,400361,1.384077,8692.58,4736.46,411.65,9350.12,1901.23,1018.27,1625.74,1171.34,1136.19,818.98,377.99,13755.73,14275.24
2002,core,62001009,403069,1.362535,8611.87,4845.21,394.27,10313.83,2029.58,1380.84,1849.04,1133.17,1166.05,993.66,419.97,14761.34,13110.36
2003,core,62001009,398350,1.332174,8731.89,5000.22,413.44,9929.2,1908.91,1489.37,1358.42,1357.91,1282.15,730.48,422.86,16520.8,13523.59
2004,core,62001009,393538,1.297618,9831.3,5003.32,437.88,9813.28,1707.11,1535.47,1181.32,1167.56,1457.65,881.04,434.31,15497.61,13980.19
2005,core,62001009,388633,1.255095,10006.59,5096.26,469.41,10310.2,1717.48,1404.94,1286.18,1306.42,1466.85,1112.41,453.61,14379.08,14416.29
2006,core,62001009,384931,1.215873,11155.6,5439.28,483.87,11172.54,1787.78,1461.89,1223.16,1281.68,2273.45,1039.52,466.21,14790.59,14996.11
2007,core,62001009,383107,1.182201,11334.29,5987.77,500.62,11721.93,1693.6,1575.04,1507.59,1406.85,1508.97,1235.91,472.5,15510.85,16985.36
2008,core,62001009,383500,1.138489,10550.78,6167.33,501.6,11733.38,1745.06,1524.88,1101.49,1444.49,1475.14,881.58,489.03,15058.88,16778.7
2009,core,62001009,386589,1.142553,7932.51,5962.53,486.44,11343.78,1750.11,1650.8,845.94,1419.86,1469.72,1297.01,498.31,14074.76,13004.36
2010,core,62001009,389613,1.124115,10274.52,5600.85,468.3,10643.42,1622.36,1698.51,795.05,1345.69,1398.99,1096.72,494.53,14393.81,13998.84
2011,core,62001009,391449,1.089718,10258.05,5668.6,444.99,10536.74,1544.54,1674.78,789.13,1229.75,1440.02,1095.58,501.34,14415.05,13548.56
2012,core,62001009,396135,1.067624,10695.19,5695.84,480.56,11545.82,1571.88,1722.4,976.81,1189.72,2617.51,1092.4,482.07,13806.99,13078.46
2013,core,62001009,401228,1.052211,11690.39,5826.66,496.53,12137.74,1533.07,1731.13,1044.2,1310.44,2565.52,1113.95,477.57,14207.92,14092.45
2014,core,62001009,406844,1.035415,12021.13,5777.54,515.6,11753.02,1442.9,1754.78,1181.87,1404.83,2390.68,1137.39,458.53,13896.23,15395.68
2015,core,62001009,413156,1.034187,11594.84,6211.85,514.67,11959.15,1457.94,1761.4,1084.6,1382.93,2529.05,1066.39,478.7,13447.48,14673.89
2016,core,62001009,418263,1.021304,11589.72,6558.18,556.53,11804.66,1609.12,1724.91,948.01,1471.28,2466.73,1142.21,483.71,12815.93,14850.68
2017,core,62001009,420798,1,12091.41,6712.59,517.06,11541.6,1641.42,1857.2,896.39,1348.7,2558.53,1055.83,490.7,13014.57,15558.21
1998,core,62033012,245474,1.503804,6907.96,2349.19,1680.77,6370.34,1953.56,696.36,198.12,640.4,617.98,1543.15,0,7289.66,5776.37
1999,core,62033012,249093,1.471308,6271.64,2197.94,1467.3,6407.77,2078.38,731.84,236.11,653.85,517.59,1453.15,0,7126.96,5307.81
2000,core,62033012,253962,1.423461,6605.56,2356.57,1505.89,6448.3,1989.02,709.9,163.42,683,598.59,1480.79,0,6617.82,5032.57
2001,core,62033012,257506,1.384077,7041.78,2389.4,1830.26,6897.24,2102.86,732.97,128.91,700.45,499.48,1888.49,0,6464.04,5210.31
2002,core,62033012,261180,1.362535,7250.87,2380.09,1628.46,7032.13,2239.4,917.57,248.32,749.03,521.34,1620.62,0,6725.85,5661.5
2003,core,62033012,266869,1.332174,7304.97,2720.74,1501.25,6778.44,2132.6,1014.73,244.45,802.31,528.02,1353.95,0,6553.62,5531.01
2004,core,62033012,274723,1.297618,7110.16,2688,1559.06,6997.04,2051.61,1044.78,245.87,808.03,497.61,1389.46,0,7213.22,5936.24
2005,core,62033012,282520,1.255095,7223.35,2701.12,1490.7,6902.46,2035.07,998.96,259.97,933.02,540.29,1312.8,0,6890.95,5135.93
2006,core,62033012,288668,1.215873,7705.42,2970.33,1514.73,7302.81,2173.06,997.98,349.79,889.13,595.19,1425.09,0,7064.18,5318.59
2007,core,62033012,295602,1.182201,8283.02,3415.8,1580.06,8389.46,2366.14,1017.39,369.76,979.59,774.06,1493.01,0,8044.73,6106.85
2008,core,62033012,300083,1.138489,8177.7,3448.83,1654.04,8964.6,2214.73,1028.05,514.97,1008.56,821.58,1650.08,0,8446.33,6584.83
2009,core,62033012,300235,1.142553,8032.31,3197.96,1700.72,8922.57,2191.54,1066.85,523.22,1013.81,904.74,1722.41,0,8524.56,6085.75
2010,core,62033012,301084,1.124115,7265.71,2768.26,1686.46,8326.7,2038.74,1089.93,370.71,938.74,870.03,1707.91,0,9647.95,6819.53
2011,core,62033012,305568,1.089718,7141.85,2575.04,1659.38,7835.61,1874.68,1065.3,348.07,893.07,783.49,1790.52,0,10786.76,6208.75
2012,core,62033012,309556,1.067624,6784.85,2435.29,1739.79,7524.27,1708.88,1067.26,320.21,901.81,775.08,1776.27,0,10074.69,5554.71
2013,core,62033012,312432,1.052211,6678.65,2294.76,1774.12,7307.23,1727.45,1161.66,302.17,871.91,721.03,1686.46,0,8633.92,4743.1
2014,core,62033012,315667,1.035415,7044.61,2459.56,1732.2,7816.31,1665.14,1308.91,323.46,888.46,892.33,1730.87,0.07,9178.95,5053.78
2015,core,62033012,317887,1.034187,7912.77,2904.9,1721.6,7789.23,1822.51,1673.56,314.25,908.42,526.62,1521.81,0.14,8860.48,5444.19
2016,core,62033012,320673,1.021304,8324.43,2988.24,1679.08,8518.45,2053.46,1802.08,287.77,958.69,606.94,1728.76,0.21,8834.75,5264.24
2017,core,62033012,323877,1,8217.73,2962.88,1692.43,8198.51,2220.12,1877.44,145.08,930.11,506.26,1609.48,0.27,9172.54,5636.45
1998,core,62034005,401416,1.503804,7824.44,3270.92,1113.32,7185.38,1664.96,876.02,609.36,764.42,810.48,1376.29,187.57,9190.07,10247.68
1999,core,62034005,403548,1.471308,7998.52,3347.11,1179.46,7247.96,1755.86,956.4,403.56,964.21,833.39,1130.22,199.99,8585.32,10873.12
2000,core,62034005,405717,1.423461,8705.84,3348.24,1173.23,8212.1,1936.4,978.16,631.96,1169.7,1001.52,1230.26,205,8449.35,11296.2
2001,core,62034005,408593,1.384077,9333.09,3775.35,1432.65,9043.21,2368.96,1017.78,561.55,928.41,985.88,1429.33,207.64,10437.48,11859.35
2002,core,62034005,420149,1.362535,9746.22,3929.29,2089.86,9930.8,2320.14,1111.65,511.05,1139.45,1005.39,2482.13,210.9,10341.53,11496.73
2003,core,62034005,431196,1.332174,6099.02,3791.81,1423.68,9884.51,2344.69,1089.29,609.3,1131.25,973.82,1789.18,211.27,9813.16,11653.77
2004,core,62034005,439790,1.297618,9184.8,3868.46,1398.31,9349.11,2347.8,1141.03,615.47,927.53,889.83,2051.26,221.84,10697.86,12671.38
2005,core,62034005,446049,1.255095,9127.38,3861.68,1390.03,9108.64,2277.53,1081.5,738.97,996.57,950.95,1670.21,231.87,12054.53,12571.04
2006,core,62034005,449513,1.215873,9099.95,3539.17,1503.69,8628.69,2179.63,1119.91,659.61,1060.81,725.85,1357.04,241.26,10842.8,11596.79
2007,core,62034005,451938,1.182201,10160.38,4157.85,1675.79,9895.6,2196.8,1143,712.11,993.33,1274.15,1616.28,250.45,12920.82,13701.96
2008,core,62034005,455316,1.138489,9110.51,4382.76,1649.54,9792.21,2188.72,1122.23,763.94,1049.06,1308.62,1874.7,254.47,12926.57,13974.45
2009,core,62034005,459241,1.142553,7671.34,4026.83,1810.06,9679.11,2012.02,1143.44,729.82,1028.43,1333.78,2067.15,282.14,12589.43,11037.95
2010,core,62034005,463458,1.124115,8863.13,3633.41,1655.27,8712.35,1808,963.49,799.54,949.94,1062.57,1863.07,294.14,12341.76,10111.83
2011,core,62034005,467302,1.089718,9214.44,3457.26,1654.74,8304.29,1627.21,926.76,847.65,843.61,971.65,1729.78,304.42,12084.39,10595.26
2012,core,62034005,470914,1.067624,7953.22,3314.15,1664.93,7958.68,1615.75,890,705.17,805.06,850,1751.36,296.22,11410.92,10240.66
2013,core,62034005,474309,1.052211,8595.96,3310.97,1624.74,7585.72,1537.95,897.8,572.52,815.35,828.9,1542.21,322.09,12347.12,10718.8
2014,core,62034005,478360,1.035415,8746.24,3415.14,1613.75,7784.84,1615.15,874.45,530.95,822.99,859.06,1720.7,332.02,12702.45,11192.72
2015,core,62034005,483006,1.034187,8414.97,3485.23,1692.06,8186.95,1789.67,883.82,457.79,855.74,915.45,1835.02,334.95,12179.24,11660.33
2016,core,62034005,488353,1.021304,8851.66,4040.58,1601.63,8640.75,1905.64,885.91,520.61,922.31,1408.95,1549.42,346.78,12096.07,11590.55
2017,core,62034005,494324,1,9239.23,3858.57,1564.95,7840.63,2056.62,880.16,299.97,964.21,934.49,1244.6,363.95,13324.62,13348.86
1998,core,62037010,1176694,1.503804,5988.91,2693.32,456.89,5590.24,1515.48,569.98,219.63,599.94,869.94,635.04,174.58,5122.17,7609.27
1999,core,62037010,1189689,1.471308,5640.9,2579.55,470.64,5572.27,1647.6,457.64,213.9,626.18,797.92,664.62,178.2,4858.52,8479.94
2000,core,62037010,1213423,1.423461,6770.63,3231.99,537.4,6158.5,1839.79,509.18,203.22,687.34,898.41,709.86,186.88,4420.42,9231.25
2001,core,62037010,1227854,1.384077,6597.25,3414.73,534.94,6579.88,2004.06,530.41,197.52,695.23,839.01,799.22,255.26,4771.09,9227.01
2002,core,62037010,1242230,1.362535,6159.54,3117.08,510.38,6766.94,2137.87,578.67,213.18,681.11,853.81,809.76,255.95,4947.9,8600.03
2003,core,62037010,1251808,1.332174,6707.89,3162.33,517.11,6969.42,2351.42,593.56,292.02,595.8,1012.88,761.63,279.19,5514.29,9360.38
2004,core,62037010,1254603,1.297618,7398.11,3291.41,521.87,7012.92,2201.46,579.47,308.72,658.61,1104.91,878.25,306.08,6272.13,10309.13
2005,core,62037010,1256969,1.255095,7481.6,3340.21,501.84,7109.06,2119.03,710.89,293,766.88,1119.88,797.69,305.39,6377.1,10945.57
2006,core,62037010,1257278,1.215873,7607.05,3277.58,572.5,6731.75,2110.16,666.3,254.23,714.05,895.44,806.44,342.54,6493.19,12088.7
2007,core,62037010,1257625,1.182201,8027.6,3770.87,553.58,7110.75,2159.73,684.88,333.74,785.6,883.25,777.09,400.72,6836.82,13249.34
2008,core,62037010,1266198,1.138489,6740.99,4087.97,548.21,6911.1,2002.85,666.37,312.73,764.77,947.87,748.09,379.79,6396.53,12243.56
2009,core,62037010,1282692,1.142553,3406.35,3850.74,571.13,6955.85,1890.58,633.32,347.39,709.48,949.94,818.74,387.09,7243.88,10035.29
2010,core,62037010,1295591,1.124115,6958.6,3532.09,597.55,6822.36,1789.78,610.42,372.28,679.98,952.33,833.11,407.24,7152.34,10877.39
2011,core,62037010,1305970,1.089718,7530.73,3428.95,571.87,6415.54,1711.4,566.43,368.32,622.79,903.62,707.17,446.21,7193.21,11650.07
2012,core,62037010,1319697,1.067624,6417.57,3437.42,617.21,6438.1,1639.48,567.89,428.93,615.07,907.99,739.31,466.53,7121.17,12184.5
2013,core,62037010,1337149,1.052211,6826.16,3439.63,650.64,6282.15,1626.33,566.97,403.67,620.01,776.93,857.01,480.68,7459.57,12292.5
2014,core,62037010,1355951,1.035415,7487.65,3650.84,685.41,6107.63,1641.64,571.51,320.05,625.82,725.41,767.59,443.86,7606.97,12533.15
2015,core,62037010,1376725,1.034187,6754.99,3710.22,679.22,6519.64,1782.81,549.1,421.84,646.94,798.43,802.95,468.74,7384.1,13546.5
2016,core,62037010,1388674,1.021304,6674.77,3854.76,600.73,6800.06,1755.87,612.39,540.79,652.58,943.42,810.37,488.19,7862.65,13787.14
2017,core,62037010,1403865,1,7596.51,3869.63,647.79,6836.28,1832.06,491.22,518.82,634.05,938.11,891.73,501.05,7682.49,14325.77
1998,core,62038001,762953,1.503804,11705.28,5446.36,633.16,10740.18,1101.79,2084.5,1984.69,1094.12,1002.44,1365.11,627.88,12858.23,24981.48
1999,core,62038001,770262,1.471308,11320.06,5509.79,634.75,11887.73,1134.01,2022.24,2403.23,1100.02,1218.48,1605.95,651.72,13989.9,25423.29
2000,core,62038001,774716,1.423461,12398.17,5907.24,706.61,11275.71,932.48,2144.13,2214.27,1141.39,1033,1477.5,669.26,14149.1,26123.99
2001,core,62038001,776733,1.384077,12361.97,6374.19,718.32,12905.72,1021.27,2274.38,3181.02,1217.85,1316.16,1429.71,706.27,15050.52,27114.34
2002,core,62038001,780865,1.362535,10146.51,6284.09,657.09,12073.69,1134.88,2401.35,1701.12,1276.06,1103.69,1811.96,739.34,15666.34,28995.77
2003,core,62038001,772723,1.332174,11401.27,6330.49,721.23,12373.45,1179.43,2583.06,1362.49,1346.75,1258.99,2072.63,793.86,15983.9,24721.41
2004,core,62038001,766160,1.297618,13934.63,6418.28,911.64,13891.08,1112.21,2931.04,1521.47,1109.27,1296.31,2235.85,840.71,15304.85,26093.17
2005,core,62038001,761325,1.255095,13349.39,6070.73,735.45,12691.92,1124.29,2838,1091.08,1267.57,1208.54,1742.85,897.69,14521.34,27045.36
